x7b	CuKa																																																												
2.0410521	9.88726668566343	4112.8789	5083.9368	6069.2388	7073.7329	8106.6777	9117.3828	10154.8467	11167.353	12232.5815	13263.3643	14329.019	15360.2153	16378.4536	17403.1099	18454.2612	19437.188	20406.9868	21407.9917	22333.1436	23231.6782	24140.7974	24954.6257	25722.9607	26458.7869	27314.6042	28179.99	29077.3542	30006.0771	30933.0391	31847.9248	32755.6714	33636.5242	34450.5232	35327.3311	36249.1809	37177.0493	38135.5496	39143.1484	40105.0796	41093.0278	42074.0317	43052.2078	44027.3578	45010.9901	46029.3269	46996.9559	47979.0286	48960.2275	49951.9995	50955.3385	51914.5994	52900.0511	53887.1183	54915.7407	55906.4244	56917.4987	57917.5242	58913.0013	59936.5313	60795.6724
2.0657923	10.0074040151118	4076.8003	5044.5747	6033.5833	7044.229	8079.5327	9074.3113	10119.4854	11139.6885	12188.4058	13222.8994	14291.6553	15319.2285	16330.4717	17357.4282	18404.7939	19390.1221	20361.6855	21350.0762	22274.3091	23177.9478	24094.8467	24909.5522	25681.916	26430.2478	27285.2776	28164.7664	29065.2791	29987.156	30922.3354	31838.1223	32740.7053	33627.8538	34456.697	35333.6882	36251.5105	37188.6355	38146.1348	39147.2139	40118.5046	41105.8079	42076.6301	43061.8667	44040.4301	45028.408	46040.9352	47008.4448	47993.7629	48969.5417	49964.8496	50974.3531	51936.6245	52906.7617	53903.1665	54934.3666	55922.9817	56929.0258	57934.9259	58928.5021	59952.9974	60808.2048
2.0905323	10.1275509340846	4035.3596	4998.7688	5985.1958	6999.9294	8033.6174	9031.2217	10066.4624	11089.855	12128.3394	13165.02	14243.0034	15264.3477	16266.9902	17311.7114	18339.4473	19322.9092	20289.4448	21279.9873	22204.3862	23105.7764	24035.9949	24857.6497	25638.2146	26388.2065	27249.5044	28125.2229	29045.1545	29962.6389	30898.5974	31816.5801	32727.3726	33617.5933	34450.6741	35327.7471	36250.4492	37199.9189	38149.1121	39146.7285	40115.2664	41114.9741	42079.2693	43063.9832	44047.2297	45035.436	46045.4958	47019.3807	48002.3015	48983.5713	49973.2458	50976.1417	51937.4312	52913.4985	53907.1633	54933.1404	55938.8484	56943.5759	57947.5771	58937.39	59962.8203	60818.2092
2.1152723	10.2477085431531	4009.792	4964.6685	5966.6526	6974.3186	7993.3618	9007.9585	10032.658	11050.5669	12090.9255	13125.6943	14194.7593	15222.1245	16230.6494	17259.2251	18288.2842	19278.5039	20233.3691	21225.4678	22155.6646	23055.385	23985.6853	24819.3206	25610.5674	26356.5554	27227.9407	28105.1296	29029.8455	29952.3113	30885.6401	31813.1985	32730.8345	33621.7354	34453.6274	35341.0925	36269.3923	37207.4453	38164.7622	39169.835	40127.1455	41117.8328	42090.0593	43080.2117	44052.9285	45050.332	46055.9849	47032.8334	48016.3539	48995.2581	49990.2167	50987.0131	51951.4153	52929.8894	53921.1552	54947.5437	55946.2198	56963.1674	57963.9111	58948.0228	59976.6743	60830.1598
2.1400123	10.3678769718464	3995.6523	4947.385	5948.1995	6949.45	7962.0044	8982.8586	10005.9993	11017.9905	12060.5298	13098.7827	14159.9434	15182.8276	16195.7744	17218.7764	18240.2393	19240.1563	20197.3989	21186.082	22114.0356	23014.6321	23950.7571	24793.2532	25571.8296	26340.0535	27216.5071	28098.3008	29016.3503	29942.2908	30888.6787	31802.8208	32725.7273	33621.8674	34461.8169	35353.1641	36282.5078	37219.2075	38180.1204	39185.4133	40147.7732	41129.6968	42109.2932	43096.4927	44072.9998	45072.5483	46072.0393	47039.1527	48029.7379	49004.5377	50001.9991	51002.6643	51967.9338	52949.3071	53941.7271	54963.8066	55956.7557	56982.1898	57982.1467	58965.2998	60001.38	60856.9266
2.1647522	10.4880558640096	3976.0017	4938.1355	5933.5867	6938.0662	7945.0264	8954.2832	9992.2375	11000.1487	12041.0249	13077.0679	14131.6431	15154.814	16159.5601	17180.2817	18213.5967	19200.9526	20171.6929	21148.5078	22076.8049	22988.9871	23912.4448	24762.8501	25539.9336	26325.4153	27203.0793	28093.5115	29010.9968	29936.6636	30891.0815	31806.4973	32728.4924	33620.8577	34470.395	35368.2571	36299.6543	37225.3157	38184.9624	39195.2053	40170.4668	41151.8015	42132.312	43110.2942	44093.3918	45082.2559	46088.6353	47054.0178	48043.6398	49025.5428	50017.3503	51016.5421	51994.1571	52978.762	53962.1019	54981.5862	55974.3964	56998.0067	57998.3252	58989.2925	60016.9391	60881.5077
2.1894925	10.6082477784384	3952.0217	4914.9473	5916.9988	6915.6233	7921.7458	8932.0364	9969.5725	10972.1064	12011.8069	13044.9863	14096.7739	15117.2969	16125.8862	17144.6455	18174.8115	19150.9692	20131.6426	21105.5391	22039.1157	22938.4917	23872.8337	24726.9753	25512.3298	26313.2351	27188.5613	28076.9492	29001.3398	29930.1284	30875.6042	31803.5098	32725.6533	33621.5176	34476.7419	35377.2236	36313.5281	37242.1655	38197.5684	39204.3843	40172.2671	41173.4707	42143.958	43124.0818	44106.4636	45092.7297	46104.8428	47068.4731	48055.377	49041.6531	50034.9692	51031.9189	52011.5516	52990.299	53983.4064	54998.0068	56002.6533	57016.3617	58021.6637	59003.6978	60035.9825	60893.0608
2.2142324	10.7284489584755	3911.377	4881.3713	5889.1206	6884.4849	7889.981	8887.1563	9927.7278	10932.3503	11970.6982	12998.6008	14053.3	15074.9084	16073.7686	17097.2808	18128.4819	19097.1162	20076.1421	21047.5095	21974.5928	22884.3892	23816.2134	24681.2515	25475.3252	26278.4519	27162.8877	28054.5942	28978.6763	29920.345	30861.7576	31796.0962	32711.9612	33618.0022	34478.9404	35380.4172	36317.2471	37246.3621	38205.7158	39204.863	40172.4851	41171.3792	42149.6177	43124.9426	44106.2612	45093.7937	46113.5542	47077.6301	48064.8193	49049.8833	50045.2889	51041.9858	52011.1599	52999.8799	53995.418	55011.2495	56017.1375	57027.5724	58029.9897	59011.7456	60046.4774	60898.2909
2.2389724	10.8486619631845	3877.7722	4854.0364	5851.0439	6850.9023	7865.2061	8853.8284	9895.562	10894.3315	11926.2192	12947.3088	14021.0522	15033.6143	16030.4431	17051.605	18086.9253	19048.635	20032.312	20999.8079	21925.6716	22839.6238	23781.4678	24633.2227	25435.8267	26245.3076	27145.0676	28035.4382	28961.3892	29905.3713	30854.6797	31786.9446	32700.7471	33615.8826	34481.1677	35381.4341	36322.4382	37247.5847	38212.6975	39218.3704	40178.5513	41170.7991	42155.9639	43131.8159	44121.2939	45100.5703	46119.3174	47086.8152	48073.9063	49051.5679	50053.2229	51051.5759	52022.2882	53002.5001	53995.8752	55019.9922	56023.4103	57036.4877	58037.8175	59021.8644	60060.7061	60918.3961
2.2637124	10.9688864368109	3855.2549	4826.5664	5830.1675	6821.2961	7840.8718	8830.7549	9864.4424	10866.0842	11901.4795	12913.353	13986.946	15001.4036	15997.4536	17014.0615	18047.5356	19001.9368	19995.5154	20959.6057	21893.7371	22793.8823	23744.6565	24597.4961	25418.4749	26221.752	27125.1057	28026.6252	28951.0166	29891.6733	30849.749	31782.7646	32706.0911	33619.2261	34481.0354	35388.1631	36326.0334	37263.1077	38219.9678	39227.1655	40188.0452	41178.458	42168.3181	43147.55	44131.2493	45114.5095	46124.5737	47094.7458	48086.9768	49066.1277	50069.5574	51065.5994	52038.4878	53018.5391	54002.5917	55024.2999	56039.4083	57054.0972	58053.3394	59036.9384	60072.8567	60928.1448
2.2884524	11.0891225095521	3842.3306	4805.0408	5805.4636	6802.7712	7831.6138	8812.0708	9839.5315	10844.4128	11880.1887	12900.217	13946.9653	14972.5889	15974.6001	16988.842	18018.6548	18970.2527	19957.6218	20928.8896	21863.6248	22762.8303	23719.2112	24574.3352	25396.7385	26205.2627	27112.4136	28019.5271	28940.6431	29883.0745	30840.2004	31771.5215	32713.9878	33622.7163	34485.1594	35392.6475	36344.377	37276.3743	38233.7959	39231.9006	40205.509	41189.1536	42186.2593	43154.4592	44146.4712	45125.5144	46140.384	47102.2598	48103.2378	49083.4314	50079.8423	51086.3027	52051.5845	53036.8912	54025.3486	55041.5228	56052.125	57065.3538	58074.9092	59056.9138	60091.5513	60941.1127
